id,rank,fund_code,fund_name,date,net_value,accumulated_net_value,daily_growth_rate,weekly_growth_rate,monthly_1_growth_rate,monthly_3_growth_rate,monthly_6_growth_rate,yearly_1_growth_rate,yearly_2_growth_rate,yearly_3_growth_rate,ytd_growth_rate,since_inception_growth_rate,custom_growth_rate,fee_rate,is_checked,update_time
57330,138,519095,新华行业周期轮换混合A,2026-01-29,7.7574,8.6574,1.39,14.91,41.05,56.85,100.19,120.06,123.03,94.86,37.96,941.51,122.046,0.15,0,2026-01-30 11:46:42
57331,139,020661,中加科技创新混合发起式A,2026-01-29,2.2646,2.2646,0.28,-0.11,6.54,8.54,56.96,120.03,,,8.36,126.46,130.705,0.15,0,2026-01-30 11:46:42
57332,140,022717,永赢锐见进取混合A,2026-01-29,2.198,2.198,-2.79,0.99,13.84,22.07,57.53,119.95,,,17.33,119.8,,0.15,0,2026-01-30 11:46:42
57333,141,015080,永赢成长远航一年持有混合C,2026-01-29,1.7462,1.7462,-1.88,2.87,14.75,15.09,66.45,119.9,186.87,79.47,15.9,74.62,121.459,0.0,0,2026-01-30 11:46:42
57334,142,018656,新华行业周期轮换混合C,2026-01-29,2.1108,2.1108,1.39,14.91,41.04,56.81,100.09,119.85,122.59,,37.95,111.08,121.863,0.0,0,2026-01-30 11:46:42
57335,143,240011,华宝大盘精选混合,2026-01-29,4.9604,5.5872,-1.09,-1.26,-1.11,0.46,60.38,119.69,197.87,106.28,1.3,537.79,130.804,0.15,0,2026-01-30 11:46:42
57336,144,016050,华商高端装备制造股票C,2026-01-29,4.2429,4.2429,-2.34,4.25,9.49,13.47,69.56,119.68,166.28,78.96,11.95,77.64,124.006,0.0,0,2026-01-30 11:46:42
57337,145,020662,中加科技创新混合发起式C,2026-01-29,2.2415,2.2415,0.28,-0.12,6.5,8.39,56.5,118.77,,,8.33,124.15,129.38,0.0,0,2026-01-30 11:46:42
57338,146,022718,永赢锐见进取混合C,2026-01-29,2.1849,2.1849,-2.79,0.98,13.79,21.9,57.07,118.66,,,17.28,118.49,,0.0,0,2026-01-30 11:46:42
57339,147,021933,富国中证通信设备主题ETF发起式联接A,2026-01-29,2.7414,2.7414,-0.8,-0.65,3.09,13.4,71.06,118.18,,,3.25,174.14,124.392,0.12,0,2026-01-30 11:46:42
57340,148,019874,广发稀有金属ETF联接A,2026-01-29,2.1092,2.1092,-0.72,6.77,20.91,25.51,64.56,118.16,130.87,,19.27,110.92,116.951,0.12,0,2026-01-30 11:46:42
57341,149,180020,银华成长先锋混合,2026-01-29,2.199,2.224,1.62,17.34,42.88,49.69,86.67,118.15,86.51,27.04,44.01,125.24,114.956,0.15,0,2026-01-30 11:46:42
57342,150,012530,永赢惠添盈一年持有混合,2026-01-29,1.7822,1.7822,-0.8,0.88,19.47,16.94,82.83,117.79,131.48,94.14,20.86,78.22,118.38,0.15,0,2026-01-30 11:46:42
57343,151,021934,富国中证通信设备主题ETF发起式联接C,2026-01-29,2.7335,2.7335,-0.8,-0.65,3.07,13.35,70.9,117.76,,,3.24,173.35,123.984,0.0,0,2026-01-30 11:46:42
57344,152,021988,银河中证通信设备主题指数发起式A,2026-01-29,2.1324,2.1324,-0.77,-0.6,2.75,13.24,70.62,117.68,,,3.01,113.24,124.086,0.1,0,2026-01-30 11:46:42
57345,153,001437,易方达瑞享混合I,2026-01-29,6.9917,6.9917,-1.67,2.91,0.17,8.03,48.31,117.67,175.48,101.55,2.38,599.17,131.238,0.06,0,2026-01-30 11:46:42
57346,154,001709,华富物联世界灵活配置混合A,2026-01-29,3.6072,3.6072,-0.75,2.84,18.21,25.51,78.18,117.55,174.69,92.38,16.97,260.72,114.65,0.15,0,2026-01-30 11:46:42
57347,155,019875,广发稀有金属ETF联接C,2026-01-29,2.0963,2.0963,-0.72,6.77,20.89,25.41,64.33,117.53,129.51,,19.24,109.63,116.336,0.0,0,2026-01-30 11:46:42
57348,156,010611,万家战略发展产业混合A,2026-01-29,1.7973,1.7973,0.99,14.97,37.99,47.87,95.87,117.25,146.07,70.2,35.1,79.73,115.374,0.15,0,2026-01-30 11:46:42
57349,157,001438,易方达瑞享混合E,2026-01-29,5.6585,5.6585,-1.67,2.91,0.16,7.97,48.17,117.23,174.42,100.3,2.37,465.85,130.79,0.0,0,2026-01-30 11:46:42
57350,158,021665,中银周期优选混合发起A,2026-01-29,2.1622,2.1622,2.28,16.03,36.14,48.36,83.94,117.22,,,32.28,116.22,114.334,0.15,0,2026-01-30 11:46:42
57351,159,008326,东财通信A,2026-01-29,2.9002,2.9002,-1.8,-0.21,3.6,10.27,71.89,117.1,229.23,217.66,4.2,190.02,124.006,0.1,0,2026-01-30 11:46:42
57352,160,021989,银河中证通信设备主题指数发起式C,2026-01-29,2.1245,2.1245,-0.77,-0.6,2.72,13.16,70.37,117.03,,,2.99,112.45,123.443,0.0,0,2026-01-30 11:46:42
57353,161,004320,前海开源沪港深乐享生活,2026-01-29,3.5904,3.5904,-1.65,4.36,3.78,28.11,85.03,116.89,233.0,147.14,5.04,259.04,137.476,0.15,0,2026-01-30 11:46:42
57354,162,012454,淳厚鑫悦混合A,2026-01-29,1.3229,1.3229,-1.89,7.63,29.75,25.72,47.73,116.87,141.05,69.1,29.65,32.29,119.023,1.5,0,2026-01-30 11:46:42
57355,163,006533,易方达科融混合,2026-01-29,6.3613,6.3613,-1.34,-1.55,-1.59,-1.67,58.97,116.86,217.3,123.72,-0.15,536.13,119.416,0.15,0,2026-01-30 11:46:42
57356,164,019213,华富物联世界灵活配置混合C,2026-01-29,3.5728,3.5728,-0.76,2.84,18.18,25.39,77.83,116.68,172.5,,16.94,107.41,113.812,0.0,0,2026-01-30 11:46:42
57357,165,008327,东财通信C,2026-01-29,2.8568,2.8568,-1.8,-0.22,3.58,10.21,71.68,116.56,227.61,215.29,4.19,185.68,123.467,0.0,0,2026-01-30 11:46:42
57358,166,501220,国泰行业轮动股票(FOF-LOF)A,2026-01-29,1.7743,1.7743,1.12,18.81,39.73,34.44,67.43,116.46,122.32,79.28,39.02,77.43,112.899,0.1,0,2026-01-30 11:46:42
57359,167,011891,易方达先锋成长混合A,2026-01-29,2.3982,2.3982,-1.37,4.27,2.32,10.28,46.24,116.25,181.71,98.26,4.46,139.82,128.989,0.15,0,2026-01-30 11:46:42
57360,168,021666,中银周期优选混合发起C,2026-01-29,2.1493,2.1493,2.28,16.02,36.07,48.2,83.56,116.23,,,32.22,114.93,113.394,0.0,0,2026-01-30 11:46:42
57361,169,010612,万家战略发展产业混合C,2026-01-29,1.7526,1.7526,0.99,14.95,37.93,47.69,95.38,116.16,143.62,67.65,35.05,75.26,114.333,0.0,0,2026-01-30 11:46:42
57362,170,240022,华宝资源优选混合A,2026-01-29,7.115,7.224,0.82,12.03,29.39,42.76,89.03,115.93,137.32,108.41,25.13,666.46,118.385,0.15,0,2026-01-30 11:46:42
57363,171,012455,淳厚鑫悦混合C,2026-01-29,1.2949,1.2949,-1.89,7.63,29.7,25.56,47.3,115.74,138.65,66.57,29.59,29.49,117.85,0.0,0,2026-01-30 11:46:42
57364,172,005161,华商上游产业股票A,2026-01-29,5.0828,5.0828,1.2,9.85,24.69,37.14,84.99,115.69,149.05,115.68,21.93,408.28,116.225,0.15,0,2026-01-30 11:46:42
57365,173,010826,大成产业趋势混合A,2026-01-29,3.0534,3.0534,1.33,11.28,33.07,41.4,68.09,115.65,165.98,113.73,34.01,205.34,111.85,0.15,0,2026-01-30 11:46:42
57366,174,014197,国泰行业轮动股票(FOF-LOF)C,2026-01-29,1.7489,1.7489,1.12,18.8,39.69,34.3,67.07,115.57,120.49,77.07,38.98,74.89,112.014,0.0,0,2026-01-30 11:46:42
57367,175,018220,广发品质优选混合发起式A,2026-01-29,2.0566,2.1282,-0.02,12.36,36.05,40.77,72.51,115.49,,,33.27,115.79,112.31,0.15,0,2026-01-30 11:46:42
57368,176,011892,易方达先锋成长混合C,2026-01-29,2.3566,2.3566,-1.37,4.27,2.29,10.16,45.95,115.39,179.45,95.86,4.43,135.66,128.11,0.0,0,2026-01-30 11:46:42
57369,177,100060,富国高新技术产业混合,2026-01-29,4.525,5.176,-0.29,8.83,19.71,15.73,68.59,115.27,120.84,68.34,21.05,531.18,122.687,0.15,0,2026-01-30 11:46:42
57370,178,011068,华宝资源优选混合C,2026-01-29,6.978,6.978,0.82,12.02,29.34,42.64,88.7,115.17,135.5,106.02,25.1,191.6,117.587,0.0,0,2026-01-30 11:46:42
57371,179,001198,东方惠新灵活配置混合A,2026-01-29,2.0378,2.268,-4.11,2.02,29.2,25.11,77.6,115.0,239.92,137.87,28.67,147.68,112.381,0.08,0,2026-01-30 11:46:42
57372,180,008185,诺安研究优选混合A,2026-01-29,1.588,1.588,-3.63,-2.07,13.74,12.86,82.09,114.71,99.1,31.25,14.29,58.8,111.677,0.15,0,2026-01-30 11:46:42
57373,181,018221,广发品质优选混合发起式C,2026-01-29,2.0407,2.1118,-0.02,12.35,35.99,40.58,72.1,114.45,,,33.21,114.13,111.314,0.0,0,2026-01-30 11:46:42
57374,182,001184,易方达新常态灵活配置混合,2026-01-29,1.218,1.218,-2.01,-1.54,3.66,5.36,72.52,114.44,136.05,81.79,4.73,21.8,121.053,0.15,0,2026-01-30 11:46:42
57375,183,018023,华商上游产业股票C,2026-01-29,4.9958,4.9958,1.2,9.84,24.63,36.94,84.44,114.4,146.06,,21.88,105.07,114.966,0.0,0,2026-01-30 11:46:42
57376,184,002163,东方惠新灵活配置混合C,2026-01-29,2.0218,3.2657,-4.12,2.01,29.17,25.01,77.34,114.36,237.87,136.25,28.63,357.11,111.751,0.0,0,2026-01-30 11:46:42
57377,185,002770,安信新回报混合A,2026-01-29,4.8945,4.9445,-3.43,-2.21,2.62,0.65,37.06,114.35,174.08,88.85,4.48,412.02,124.745,0.08,0,2026-01-30 11:46:42
57378,186,006265,红土创新新科技股票A,2026-01-29,5.7263,5.7763,-1.8,1.47,8.08,12.06,71.05,114.19,219.58,60.05,11.08,481.34,126.479,0.15,0,2026-01-30 11:46:42
57379,187,002771,安信新回报混合C,2026-01-29,4.7954,4.8454,-3.43,-2.22,2.6,0.6,36.93,113.92,172.98,87.71,4.46,401.7,124.304,0.0,0,2026-01-30 11:46:42
57380,188,014497,诺安研究优选混合C,2026-01-29,1.5623,1.5623,-3.64,-2.07,13.7,12.75,81.75,113.87,97.51,29.69,14.26,6.4,110.865,0.0,0,2026-01-30 11:46:42
57381,189,010827,大成产业趋势混合C,2026-01-29,2.9317,2.9317,1.33,11.26,32.91,41.06,67.31,113.76,161.43,108.38,33.86,193.17,110.052,0.0,0,2026-01-30 11:46:42
57382,190,009914,富国成长动力混合A,2026-01-29,1.6119,1.6119,-1.54,-2.33,1.42,-0.16,57.72,113.52,147.83,77.05,3.12,61.19,107.773,0.15,0,2026-01-30 11:46:42
57383,191,013279,国泰优选领航一年持有(FOF),2026-01-27,1.5907,1.5907,0.22,12.16,26.52,25.89,61.53,112.97,136.85,74.74,28.29,59.07,,0.12,0,2026-01-30 11:46:42
57384,192,000390,华商优势行业混合A,2026-01-29,1.938,4.553,-2.07,-0.41,1.1,7.05,59.1,112.84,146.55,111.27,3.64,1393.82,113.431,0.15,0,2026-01-30 11:46:42
57385,193,006430,凯石澜龙头经济一年持有混合,2026-01-29,1.4025,2.1225,-1.41,-0.6,2.75,1.46,57.28,112.76,184.54,92.1,3.92,150.17,122.478,0.15,0,2026-01-30 11:46:42
57386,194,014600,博时回报严选混合A,2026-01-29,1.6745,1.6745,-2.38,-1.6,4.04,4.77,54.37,112.72,164.33,78.8,5.76,67.45,112.473,0.15,0,2026-01-30 11:46:42
57387,195,009023,鹏华稳健回报混合A,2026-01-29,2.3919,2.3919,-1.5,0.24,18.08,29.42,60.9,112.67,184.11,87.95,14.44,139.19,114.906,0.15,0,2026-01-30 11:46:42
57388,196,014727,易方达成长动力混合A,2026-01-29,2.371,2.371,-1.43,-1.59,-1.59,-1.86,54.86,112.63,212.06,127.5,-0.07,137.1,115.644,0.15,0,2026-01-30 11:46:42
57389,197,012519,大成核心趋势混合A,2026-01-29,2.0373,2.0373,2.1,13.4,34.94,43.47,72.32,112.62,154.34,90.28,35.93,103.73,109.534,0.15,0,2026-01-30 11:46:42
57390,198,010115,易方达远见成长混合A,2026-01-29,2.1748,2.1748,-1.37,4.35,2.29,9.98,45.35,112.61,171.65,92.0,4.45,117.48,124.879,0.15,0,2026-01-30 11:46:42
57391,199,012520,大成核心趋势混合C,2026-01-29,2.0295,2.0295,2.11,13.4,34.92,43.43,72.28,112.49,153.91,89.74,35.91,102.95,109.399,0.0,0,2026-01-30 11:46:42
57392,200,019431,永赢睿信混合A,2026-01-29,2.4991,2.4991,-1.01,4.12,12.87,15.51,47.06,112.42,152.72,,12.34,149.91,113.58,0.15,0,2026-01-30 11:46:42
57393,201,110025,易方达资源行业混合,2026-01-29,2.814,2.814,1.26,14.02,32.42,43.79,89.75,112.38,137.87,116.13,28.61,181.4,113.992,0.15,0,2026-01-30 11:46:42
57394,202,213008,宝盈资源优选混合,2026-01-29,2.3907,3.7761,-2.18,0.95,11.34,27.63,72.33,112.36,150.28,56.64,12.5,332.69,114.485,0.15,0,2026-01-30 11:46:42
57395,203,003304,前海开源沪港深核心资源混合A,2026-01-29,6.021,6.051,-2.1,8.56,29.99,24.17,46.5,112.31,152.66,93.73,28.79,517.94,105.917,0.15,0,2026-01-30 11:46:42
57396,204,010391,易方达战略新兴产业股票A,2026-01-29,1.7867,1.7867,-2.59,-0.77,2.7,-0.01,58.61,112.22,214.89,139.76,4.0,78.67,114.156,0.15,0,2026-01-30 11:46:42
57397,205,015715,富国成长动力混合C,2026-01-29,1.5752,1.5752,-1.54,-2.34,1.37,-0.31,57.19,112.15,144.82,73.67,3.06,73.31,106.475,0.0,0,2026-01-30 11:46:42
57398,206,003305,前海开源沪港深核心资源混合C,2026-01-29,5.959,5.989,-2.1,8.56,29.97,24.12,46.41,112.14,152.18,93.16,28.76,511.62,105.767,0.15,0,2026-01-30 11:46:42
57399,207,017835,信澳匠心回报混合A,2026-01-29,2.3999,2.3999,-0.61,3.83,15.24,19.48,38.38,112.12,161.63,,14.33,139.99,111.575,0.15,0,2026-01-30 11:46:42
57400,208,017511,鹏华稳健回报混合C,2026-01-29,2.0167,2.0167,-1.5,0.24,18.05,29.3,60.58,111.84,182.02,85.8,14.41,101.67,114.064,0.0,0,2026-01-30 11:46:42
57401,209,011412,易方达远见成长混合C,2026-01-29,2.1325,2.1325,-1.37,4.35,2.25,9.87,45.07,111.77,169.49,89.67,4.42,113.25,124.002,0.0,0,2026-01-30 11:46:42
57402,210,014601,博时回报严选混合C,2026-01-29,1.6417,1.6417,-2.39,-1.62,4.0,4.63,53.99,111.67,161.71,76.13,5.71,64.17,111.45,0.0,0,2026-01-30 11:46:42
57403,211,014728,易方达成长动力混合C,2026-01-29,2.3243,2.3243,-1.43,-1.6,-1.63,-1.98,54.47,111.57,208.96,124.07,-0.11,132.43,114.597,0.0,0,2026-01-30 11:46:42
57404,212,001513,易方达信息产业混合A,2026-01-29,5.746,5.746,-2.84,-1.32,2.33,2.46,64.08,111.56,218.51,128.2,3.91,474.6,116.096,0.15,0,2026-01-30 11:46:42
57405,213,010392,易方达战略新兴产业股票C,2026-01-29,1.7506,1.7506,-2.6,-0.78,2.66,-0.11,58.27,111.35,212.33,136.82,3.97,75.06,113.306,0.0,0,2026-01-30 11:46:42
57406,214,019432,永赢睿信混合C,2026-01-29,2.4671,2.4671,-1.02,4.11,12.81,15.33,46.62,111.13,149.63,,12.29,146.71,112.333,0.0,0,2026-01-30 11:46:42
57407,215,012477,富国匠心精选12个月持有混合A,2026-01-29,1.4677,1.4677,-1.47,-2.71,0.23,-1.16,58.21,111.06,149.65,76.32,1.82,46.77,105.043,0.15,0,2026-01-30 11:46:42
57408,216,013341,工银核心机遇混合A,2026-01-29,1.326,1.326,0.12,7.69,26.77,39.43,76.94,110.91,110.48,43.13,25.63,32.6,109.016,0.15,0,2026-01-30 11:46:42
57409,217,017836,信澳匠心回报混合C,2026-01-29,2.3668,2.3668,-0.61,3.82,15.18,19.3,37.98,110.91,158.75,,14.28,136.68,110.401,0.0,0,2026-01-30 11:46:42
57410,218,110029,易方达科讯混合,2026-01-29,2.9901,12.5075,-1.49,-1.99,-2.21,-2.1,59.15,110.88,198.57,105.09,-0.7,355.83,115.447,0.15,0,2026-01-30 11:46:42
57411,219,001076,易方达改革红利混合,2026-01-29,3.426,3.426,-1.13,2.48,9.21,14.47,73.82,110.57,145.42,81.46,9.67,242.6,110.055,0.15,0,2026-01-30 11:46:42
57412,220,019018,易方达信息产业混合C,2026-01-29,5.68,5.68,-2.86,-1.34,2.29,2.32,63.64,110.45,215.21,,3.88,167.42,115.07,0.0,0,2026-01-30 11:46:42
57413,221,007775,汇安量化先锋混合A,2026-01-29,1.9156,1.9156,-0.2,11.41,31.03,38.08,77.34,110.32,120.31,60.76,30.11,91.56,109.035,0.15,0,2026-01-30 11:46:42
57414,222,011144,华安汇宏精选混合A,2026-01-29,2.1914,2.1914,-2.44,2.29,12.92,0.69,40.74,110.05,226.0,152.79,14.56,119.14,106.463,0.15,0,2026-01-30 11:46:42
57415,223,012478,富国匠心精选12个月持有混合C,2026-01-29,1.4293,1.4293,-1.47,-2.72,0.18,-1.32,57.71,109.76,146.69,73.14,1.77,42.93,103.807,0.0,0,2026-01-30 11:46:42
57416,224,100039,富国通胀通缩主题轮动混合A,2026-01-29,7.421,7.471,-1.36,-2.52,1.14,2.11,56.93,109.75,164.0,99.17,2.98,673.85,104.661,0.15,0,2026-01-30 11:46:42
57417,225,519935,长信创新驱动股票,2026-01-29,2.532,2.532,-2.76,-2.05,4.24,8.81,69.93,109.6,214.14,50.71,5.99,153.2,112.952,0.15,0,2026-01-30 11:46:42
57418,226,009891,融通产业趋势臻选股票A,2026-01-29,2.29,2.29,-1.46,0.69,1.95,7.41,53.04,109.48,208.0,128.0,3.66,129.0,106.604,0.15,0,2026-01-30 11:46:42
57419,227,007776,汇安量化先锋混合C,2026-01-29,1.8565,1.8565,-0.2,11.41,30.99,37.91,76.89,109.28,118.13,58.35,30.06,85.65,108.011,0.0,0,2026-01-30 11:46:42
57420,228,013342,工银核心机遇混合C,2026-01-29,1.2842,1.2842,0.12,7.67,26.67,39.15,76.26,109.26,107.0,39.63,25.55,28.42,107.43,0.0,0,2026-01-30 11:46:42
57421,229,011145,华安汇宏精选混合C,2026-01-29,2.1287,2.1287,-2.44,2.28,12.86,0.53,40.3,108.76,222.14,148.24,14.5,112.87,105.275,0.0,0,2026-01-30 11:46:42
57422,230,001365,大成正向回报灵活配置混合A,2026-01-29,2.057,2.057,0.73,15.82,43.25,54.89,97.79,108.62,118.6,78.4,41.57,105.7,109.045,0.15,0,2026-01-30 11:46:42
57423,231,015692,富国通胀通缩主题轮动混合C,2026-01-29,7.267,7.267,-1.36,-2.52,1.1,1.95,56.45,108.58,160.93,95.72,2.95,107.21,103.5,0.0,0,2026-01-30 11:46:42
57424,232,010013,易方达信息行业精选股票A,2026-01-29,1.855,1.855,-2.67,-0.8,2.89,1.37,60.01,108.19,195.48,105.72,4.61,85.5,110.652,0.15,0,2026-01-30 11:46:42
57425,233,018495,融通产业趋势臻选股票C,2026-01-29,2.2257,2.2257,-1.46,0.68,1.9,7.25,52.59,107.89,200.73,,3.61,111.43,105.399,0.0,0,2026-01-30 11:46:42
57426,234,015381,东方兴瑞趋势领航混合A,2026-01-29,1.7036,1.7536,1.85,9.21,21.01,25.72,54.28,107.78,127.45,63.15,22.05,78.69,105.923,0.15,0,2026-01-30 11:46:42
57427,235,168401,红土精选混合(LOF)A,2026-01-29,4.2398,4.2398,-2.16,1.18,6.55,9.61,66.7,107.36,199.36,64.55,9.88,323.98,120.032,0.15,0,2026-01-30 11:46:42
57428,236,019207,大成正向回报灵活配置混合C,2026-01-29,2.035,2.035,0.74,15.82,43.21,54.64,97.38,107.23,116.49,,41.42,94.74,107.865,0.0,0,2026-01-30 11:46:42
57429,237,019024,易方达信息行业精选股票C,2026-01-29,1.8344,1.8344,-2.67,-0.81,2.85,1.24,59.61,107.14,192.47,,4.58,138.2,109.622,0.0,0,2026-01-30 11:46:42
57430,238,015382,东方兴瑞趋势领航混合C,2026-01-29,1.6759,1.7259,1.85,9.2,20.97,25.56,53.98,106.85,125.41,60.87,22.01,75.81,105.028,0.0,0,2026-01-30 11:46:42
57431,239,012696,同泰数字经济股票A,2026-01-29,1.3526,1.3526,-2.7,-1.23,12.27,6.14,68.7,106.35,202.26,101.7,14.19,35.26,106.378,0.15,0,2026-01-30 11:46:42
57432,240,012920,易方达全球成长精选混合(QDII)人民币A,2026-01-28,2.7796,2.7796,1.68,3.64,9.14,13.01,55.95,106.13,180.09,196.87,10.93,177.96,,0.15,0,2026-01-30 11:46:42
57433,241,013435,大成景气精选六个月持有混合A,2026-01-29,1.6845,1.6845,1.48,11.21,31.41,39.17,66.34,106.08,146.7,85.48,32.7,68.45,102.659,0.15,0,2026-01-30 11:46:42
57434,242,006502,财通集成电路产业股票A,2026-01-29,4.045,4.045,-3.39,-4.78,-1.26,-2.95,66.03,105.95,231.34,133.64,2.26,304.5,117.696,0.15,0,2026-01-30 11:46:42
57435,243,013840,银华集成电路混合A,2026-01-29,1.9628,1.9628,-3.91,-0.49,27.03,28.18,78.26,105.77,176.18,109.86,25.77,96.28,101.664,0.15,0,2026-01-30 11:46:42
57436,244,007490,南方信息创新混合A,2026-01-29,3.4439,3.4439,-3.72,1.96,30.61,28.85,71.28,105.67,179.31,118.73,29.26,244.39,102.475,0.15,0,2026-01-30 11:46:42
57437,245,009855,中加新兴成长混合A,2026-01-29,2.1254,2.1254,-2.01,0.03,3.89,5.28,70.82,105.61,153.14,71.79,6.33,112.54,113.394,0.12,0,2026-01-30 11:46:42
57438,246,012697,同泰数字经济股票C,2026-01-29,1.3285,1.3285,-2.7,-1.23,12.23,6.04,68.38,105.52,199.89,99.29,14.16,32.85,105.587,0.0,0,2026-01-30 11:46:42
57439,247,014224,大成聚优成长混合A,2026-01-29,1.9068,1.9068,1.11,10.53,30.85,38.8,66.0,105.5,147.03,87.27,32.04,90.68,102.313,0.15,0,2026-01-30 11:46:42
57440,248,013841,银华集成电路混合C,2026-01-29,1.9466,1.9466,-3.91,-0.5,27.01,28.12,78.06,105.36,175.1,108.57,25.76,94.66,101.261,0.0,0,2026-01-30 11:46:42
57441,249,005775,中加转型动力混合A,2026-01-29,5.3452,5.3452,-1.18,0.84,4.93,8.54,82.25,105.19,147.15,115.63,5.97,434.52,112.626,0.15,0,2026-01-30 11:46:42
57442,250,012922,易方达全球成长精选混合(QDII)人民币C,2026-01-28,2.7319,2.7319,1.67,3.62,9.09,12.85,55.58,105.07,177.63,193.09,10.89,173.19,,0.0,0,2026-01-30 11:46:42
57443,251,013436,大成景气精选六个月持有混合C,2026-01-29,1.6419,1.6419,1.48,11.2,31.34,38.97,65.83,104.83,143.75,82.13,32.65,64.19,101.46,0.0,0,2026-01-30 11:46:42
57444,252,009856,中加新兴成长混合C,2026-01-29,2.0783,2.0783,-2.0,0.02,3.85,5.17,70.48,104.78,151.12,69.71,6.3,107.83,112.549,0.0,0,2026-01-30 11:46:42
57445,253,519183,万家双引擎灵活配置混合A,2026-01-29,4.2369,5.3769,1.03,13.51,33.82,40.78,85.09,104.31,128.1,106.94,31.53,832.54,102.393,0.15,0,2026-01-30 11:46:42
57446,254,006503,财通集成电路产业股票C,2026-01-29,3.82,3.82,-3.39,-4.8,-1.33,-3.15,65.38,104.31,226.11,128.07,2.19,282.0,116.015,0.0,0,2026-01-30 11:46:42
57447,255,009008,平安科技创新混合A,2026-01-29,2.6083,2.6083,-2.75,-1.92,3.76,0.48,53.53,104.3,164.75,89.25,5.63,160.83,100.5,0.15,0,2026-01-30 11:46:42
57448,256,162201,宏利成长混合,2026-01-29,4.3146,6.7111,-2.32,-0.21,1.57,3.58,69.55,104.12,254.76,112.13,4.46,3118.72,125.883,0.15,0,2026-01-30 11:46:42
57449,257,007491,南方信息创新混合C,2026-01-29,3.2668,3.2668,-3.73,1.94,30.51,28.58,70.57,104.0,174.87,113.49,29.16,226.68,100.873,0.0,0,2026-01-30 11:46:42
57450,258,014225,大成聚优成长混合C,2026-01-29,1.868,1.868,1.12,10.53,30.27,38.09,64.9,103.73,143.96,84.18,31.46,86.8,100.58,0.0,0,2026-01-30 11:46:42
57451,259,050022,博时回报混合,2026-01-29,3.2451,4.117,-2.07,-0.7,8.57,8.56,58.23,103.66,154.9,83.29,10.18,529.86,99.4652,0.15,0,2026-01-30 11:46:42
57452,260,005776,中加转型动力混合C,2026-01-29,5.0255,5.0255,-1.18,0.83,4.86,8.33,81.54,103.57,143.25,110.49,5.9,402.55,110.987,0.0,0,2026-01-30 11:46:42
57453,261,540010,汇丰晋信科技先锋股票,2026-01-29,4.0154,4.0154,-2.47,0.7,7.2,14.14,69.64,103.5,181.47,71.8,9.76,301.54,105.118,0.15,0,2026-01-30 11:46:42
57454,262,020199,万家双引擎灵活配置混合C,2026-01-29,4.2026,4.2026,1.03,13.5,33.78,40.64,84.72,103.5,126.3,,31.49,129.01,101.612,0.0,0,2026-01-30 11:46:42
57455,263,010490,鹏华高质量增长混合A,2026-01-29,1.4703,1.4703,-1.24,2.05,20.67,29.36,57.79,103.36,154.42,64.46,17.09,47.03,105.809,0.15,0,2026-01-30 11:46:42
57456,264,000940,富国中小盘精选混合A,2026-01-29,5.504,5.504,-1.8,-2.79,4.42,7.4,53.53,103.25,169.94,104.23,6.17,450.4,97.9144,0.15,0,2026-01-30 11:46:42
57457,265,012082,博时数字经济混合A,2026-01-29,1.4761,1.4761,-2.17,-1.29,7.28,7.27,57.67,103.07,166.78,79.29,7.96,47.61,100.367,0.15,0,2026-01-30 11:46:42
57458,266,010646,融通价值趋势混合A,2026-01-29,1.3607,1.3607,-1.33,-0.29,-0.23,3.09,46.82,103.06,197.94,78.08,1.51,36.07,100.074,0.15,0,2026-01-30 11:46:42
57459,267,501099,平安新兴产业混合(LOF),2026-01-29,2.7214,2.7214,-2.86,-1.77,4.3,1.29,54.36,102.92,161.77,89.41,6.25,172.14,99.443,0.12,0,2026-01-30 11:46:42
57460,268,010033,安信成长精选混合A,2026-01-29,1.576,1.576,-3.25,-2.34,1.74,-1.28,26.05,102.91,164.3,74.16,3.77,57.6,107.096,0.15,0,2026-01-30 11:46:42
57461,269,009009,平安科技创新混合C,2026-01-29,2.4898,2.4898,-2.75,-1.93,3.69,0.28,52.99,102.79,160.74,84.87,5.56,148.98,99.0407,0.0,0,2026-01-30 11:46:42
